"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","WAR","-1","ADP","playerid"
"DJ Peters","","15","54","48","10","2","0","2","6","6","4","19","1","0","0","",".211",".284",".388",".672",".290","83","","0.0","","600.5","19348"
"Michael Chavis","PIT","112","429","393","93","18","2","14","47","51","27","126","7","4","1","",".237",".295",".404",".698",".301","88","","0.0","","548.1","17321"
"Eric Sogard","","42","139","126","29","6","0","2","13","12","11","24","1","1","1","",".233",".296",".325",".621",".273","70","","0.0","","999.0","7927"
"Mark Kolozsvary","CIN","9","33","30","6","1","0","1","4","3","3","11","1","0","0","",".206",".285",".353",".638",".281","69","","0.0","","999.0","sa3004996"
"Ronnie Dawson","CIN","3","8","7","1","0","0","0","1","1","1","2","0","0","0","",".208",".286",".336",".621",".274","74","","0.0","","999.0","19710"
"Jonathan Aranda","TBR","9","34","31","7","2","0","1","4","3","3","7","0","0","0","",".241",".308",".366",".674",".295","91","","0.0","","999.0","sa919293"
"Corey Ray","MIL","9","29","26","5","1","0","1","3","3","2","10","0","0","0","",".203",".269",".350",".619",".269","65","","0.0","","999.0","19170"
"Rob Refsnyder","BOS","40","148","132","32","7","0","3","17","15","13","37","1","1","0","",".241",".315",".369",".684",".299","84","","0.0","","999.0","13770"
"Cole Tucker","PIT","77","296","265","60","12","2","5","31","25","26","70","2","6","2","",".227",".300",".345",".646",".284","77","","0.0","","574.4","17326"
"Will Benson","CLE","6","23","20","4","1","0","1","3","3","3","8","0","0","0","",".195",".291",".381",".671",".292","83","","0.0","","999.0","sa917927"
"Kean Wong","","6","15","14","3","1","0","0","2","1","1","4","0","0","0","",".235",".290",".337",".627",".274","71","","0.0","","999.0","15994"
"Greg Bird","","3","11","9","2","1","0","0","1","1","1","3","0","0","0","",".234",".323",".437",".760",".327","90","","0.0","","999.0","14131"
"Anderson Tejeda","STL","4","14","12","2","0","0","0","2","1","1","5","0","0","0","",".195",".255",".339",".594",".259","63","","0.0","","999.0","19909"
"Tyler Payne","CHC","6","11","10","2","0","0","0","1","1","1","3","0","0","0","",".212",".263",".338",".601",".262","60","","0.0","","999.0","21139"
"Micker Adolfo","CHW","12","49","44","9","2","0","2","5","6","4","17","1","0","0","",".215",".282",".386",".668",".289","82","","0.0","","999.0","sa830303"
"Mike Tauchman","","3","8","7","1","0","0","0","1","1","1","2","0","0","0","",".224",".308",".348",".656",".289","82","","0.0","","999.0","15274"
"Tim Lopes","COL","4","9","9","2","0","0","0","1","1","1","2","0","0","0","",".245",".298",".372",".670",".291","67","","0.0","","999.0","14137"
"Hernán Pérez","","5","13","12","3","1","0","0","1","1","1","3","0","0","0","",".232",".277",".366",".643",".278","70","","0.0","","999.0","5751"
"Ryan O'Hearn","KCR","28","105","94","22","5","0","4","11","13","9","27","1","0","0","",".230",".300",".411",".712",".305","91","","0.0","","600.4","16442"
"Austin Dean","SFG","11","35","32","8","2","0","1","4","4","3","8","0","0","0","",".239",".301",".380",".681",".295","86","","0.0","","999.0","18288"
"Derek Fisher","MIN","5","14","12","3","0","0","0","2","1","2","4","0","0","0","",".208",".299",".351",".650",".287","80","","0.0","","999.0","16192"
"Erik González","MIA","4","12","11","3","0","0","0","1","1","1","3","0","0","0","",".242",".279",".337",".616",".268","69","","0.0","","600.0","13369"
"José Rondón","","18","53","48","11","2","0","2","6","6","3","13","0","1","0","",".226",".282",".372",".654",".283","79","","0.0","","999.0","14140"
"Ivan Castillo","KCR","6","11","11","3","1","0","0","1","1","1","2","0","0","0","",".240",".283",".340",".623",".271","67","","0.0","","999.0","15971"
"Nick Martini","","8","21","19","4","1","0","0","2","2","2","5","0","0","0","",".236",".325",".339",".665",".296","82","","0.0","","999.0","12005"
"Josh Palacios","TOR","14","56","50","11","2","0","1","6","5","5","15","1","1","0","",".227",".301",".335",".636",".282","73","","0.0","","999.0","19818"
"Tyler White","","4","16","14","3","1","0","0","2","2","2","3","0","0","0","",".234",".326",".368",".694",".307","89","","0.0","","999.0","15564"
"Fabian Pena","","3","9","8","2","0","0","0","1","1","0","2","0","0","0","",".218",".265",".362",".627",".270","70","","0.0","","999.0","sa3007303"
"Símon Muzziotti","PHI","4","15","13","3","1","0","0","2","1","1","2","0","0","0","",".256",".309",".366",".675",".293","80","","0.0","","999.0","sa917376"
"Jamie Ritchie","PIT","5","17","15","4","1","0","0","2","1","2","4","0","0","0","",".243",".324",".341",".665",".296","81","","0.0","","999.0","sa829058"
"Jake Cave","MIN","32","108","98","22","4","1","3","12","10","8","35","2","1","0","",".225",".293",".364",".657",".287","80","","0.0","","999.0","14477"
"Jorge Oña","SDP","6","15","14","3","1","0","0","2","2","1","5","0","0","0","",".225",".292",".361",".653",".284","80","","0.0","","999.0","20040"
"JT Riddle","","6","15","14","3","1","0","0","1","1","1","3","0","0","0","",".216",".265",".326",".591",".257","60","","0.0","","999.0","17642"
"Ka'ai Tom","SFG","6","19","17","4","1","0","0","2","2","2","5","0","0","0","",".218",".301",".359",".660",".289","80","","0.0","","999.0","18136"
"Adrián Sanchez","WSN","4","11","10","2","0","0","0","1","1","1","2","0","0","0","",".237",".282",".333",".615",".268","64","","0.0","","999.0","11338"
"Kyle Holder","COL","4","14","13","3","1","0","0","1","1","1","3","0","0","0","",".236",".291",".347",".639",".279","59","","0.0","","999.0","sa857840"
"JaCoby Jones","KCR","2","7","6","1","0","0","0","1","1","0","2","0","0","0","",".216",".280",".353",".633",".277","71","","0.0","","999.0","14818"
"Phillip Evans","PIT","3","9","8","2","0","0","0","1","1","1","2","0","0","0","",".233",".306",".352",".658",".290","80","","0.0","","999.0","12950"
"Collin Theroux","","3","9","8","1","0","0","0","1","1","1","5","0","0","0","",".142",".230",".262",".492",".223","41","","0.0","","999.0","sa876102"
"Luis Liberato","","3","12","11","2","0","0","0","1","1","1","3","0","0","0","",".212",".273",".334",".607",".265","70","","0.0","","999.0","sa737020"
"Mike Ford","","4","15","13","3","1","0","0","1","2","1","4","0","0","0","",".198",".288",".356",".644",".281","82","","0.0","","999.0","15585"
"Nick Plummer","NYM","6","21","18","3","1","0","0","2","2","2","7","0","0","0","",".194",".300",".317",".617",".278","78","","0.0","","999.0","sa874684"
"Lane Adams","","2","9","8","1","0","0","0","1","1","1","3","0","0","0","",".183",".251",".305",".557",".247","50","","0.0","","999.0","10767"
"Justin Smoak","","23","95","81","17","3","0","4","11","11","12","24","1","0","0","",".210",".315",".387",".701",".307","92","","0.0","","999.0","9054"
"Ildemaro Vargas","","12","33","31","8","2","0","0","3","3","2","5","0","0","0","",".245",".288",".346",".634",".275","68","","0.0","","999.0","13324"
"Zach Reks","TEX","35","126","113","25","5","0","3","13","12","11","41","2","0","0","",".220",".297",".355",".652",".287","81","","0.0","","999.0","19667"
"Andrew Bechtold","MIN","2","6","5","1","0","0","0","1","1","0","2","0","0","0","",".206",".279",".327",".606",".268","67","","0.0","","999.0","sa829787"
"Todd Frazier","","4","14","13","3","1","0","0","1","1","1","3","0","0","0","",".215",".297",".358",".655",".288","79","","0.0","","600.9","785"
"Jarrod Dyson","","66","188","170","35","6","1","1","21","10","15","40","2","11","2","",".209",".278",".280",".557",".250","54","","0.0","","999.0","4866"
"Buddy Reed","OAK","5","20","18","3","1","0","0","2","2","2","7","0","0","0","",".191",".258",".314",".572",".251","60","","0.0","","999.0","sa738683"
"Rio Ruiz","","17","49","44","10","2","0","1","5","5","4","10","0","0","0","",".234",".297",".377",".674",".292","68","","0.0","","999.0","14103"
"Dustin Fowler","","5","15","14","3","1","0","0","1","1","1","4","0","0","0","",".222",".273",".362",".635",".274","70","","0.0","","999.0","17098"
"Wilmer Difo","","40","128","116","27","5","1","2","14","11","10","28","1","2","1","",".235",".297",".343",".640",".280","74","","0.0","","999.0","14320"
"Nelson Velazquez","CHC","10","39","36","8","2","0","1","4","4","3","13","0","0","0","",".228",".286",".392",".678",".290","78","","0.0","","600.7","sa3005129"
"Blake Rutherford","CHW","4","15","14","3","1","0","0","1","1","1","4","0","0","0","",".223",".272",".347",".619",".268","68","","0.0","","999.0","sa917932"
"Jared Oliva","PIT","27","92","84","19","4","1","1","9","8","6","25","1","3","1","",".230",".291",".338",".630",".276","71","","0.0","","999.0","19968"
"Magneuris Sierra","LAA","18","58","53","12","2","0","0","6","4","3","12","0","2","1","",".231",".281",".307",".588",".258","63","","0.0","","999.0","17023"
"Scott Hurst","STL","9","11","10","2","0","0","0","1","1","1","3","0","0","0","",".210",".275",".315",".591",".261","65","","0.0","","999.0","20501"
"Albert Almora Jr.","","25","44","41","10","2","0","1","4","4","3","8","0","0","0","",".240",".286",".357",".643",".278","78","","0.0","","999.0","14109"
"Rodolfo Castro","PIT","18","66","60","14","3","0","2","7","8","4","18","1","1","0","",".230",".284",".395",".679",".291","81","","0.0","","999.0","21987"
"Josh Ockimey","","6","26","22","5","1","0","1","3","3","3","9","0","0","0","",".204",".309",".367",".676",".298","83","","0.0","","999.0","sa829375"
"Jake Hager","","6","18","17","3","1","0","0","2","2","1","5","0","0","0","",".207",".261",".326",".587",".256","56","","0.0","","999.0","12198"
"Yusniel Diaz","BAL","7","29","26","6","1","0","1","3","3","2","8","0","0","0","",".219",".285",".353",".638",".279","73","","0.0","","999.0","sa912848"
"Alfonso Rivas","CHC","35","136","120","30","6","0","2","14","12","13","33","2","0","0","",".246",".327",".356",".683",".302","86","","0.0","","999.0","21560"
"Johneshwy Fargas","","5","16","14","3","1","0","0","2","1","1","4","0","1","0","",".216",".275",".327",".602",".264","62","","0.0","","999.0","16446"
"Travis Demeritte","ATL","12","48","43","9","2","0","2","6","5","4","17","0","0","0","",".210",".282",".380",".662",".287","75","","0.0","","999.0","15958"
"Taylor Jones","HOU","22","85","76","17","4","0","2","9","9","8","22","1","0","0","",".222",".298",".362",".659",".288","83","","0.0","","999.0","19533"
"Greg Deichmann","CHC","10","30","27","6","1","0","1","3","3","3","9","0","0","0","",".211",".290",".346",".636",".280","72","","0.0","","999.0","19872"
"Hunter Owen","PIT","14","30","27","6","1","0","1","3","3","2","10","1","0","0","",".208",".274",".365",".640",".277","72","","0.0","","999.0","20034"
"Jake Bauers","CIN","22","75","65","15","3","0","2","9","7","8","18","1","1","0","",".229",".318",".376",".694",".304","84","","0.0","","600.8","15194"
"Willians Astudillo","","12","37","35","9","2","0","1","4","4","1","3","1","0","0","",".251",".287",".373",".661",".284","78","","0.0","","601.0","15608"
"Maikel Franco","WSN","32","127","117","27","5","0","4","13","15","8","21","1","0","0","",".231",".283",".382",".665",".284","74","","0.0","","598.7","12179"
"Gerardo Parra","","9","22","20","5","1","0","0","2","2","2","5","0","0","0","",".230",".294",".329",".622",".274","67","","0.0","","999.0","8553"
"JJ Bleday","MIA","6","24","22","5","1","0","1","2","2","2","6","0","0","0","",".210",".284",".341",".626",".275","74","","0.0","","600.8","sa3011642"
"Darick Hall","PHI","6","26","23","5","1","0","1","3","3","2","7","1","0","0","",".211",".295",".377",".672",".292","80","","0.0","","999.0","sa918293"
"Trent Giambrone","CHC","6","24","22","4","1","0","1","2","2","2","7","0","0","0","",".196",".260",".317",".577",".254","55","","0.0","","999.0","19250"
"Sam Hilliard","COL","105","386","349","76","15","3","16","49","47","32","131","2","8","2","",".219",".289",".417",".706",".301","74","","-0.1","","444.1","17954"
"Jose Rojas","LAA","22","89","81","18","4","0","3","9","10","6","22","1","1","0","",".218",".278",".376",".654",".282","77","","-0.1","","600.4","19331"
"Jaylin Davis","SFG","17","59","53","12","2","0","2","6","6","5","19","1","1","0","",".219",".288",".367",".655",".285","79","","-0.1","","999.0","19552"
"Rusney Castillo","","6","24","23","6","1","0","0","2","2","1","4","0","0","0","",".245",".283",".335",".618",".270","64","","-0.1","","999.0","17016"
"Jack López","","14","35","33","7","1","0","1","4","3","2","9","0","1","0","",".222",".268",".323",".591",".259","56","","-0.1","","999.0","13663"
"Juan Lagares","","53","181","167","40","8","1","4","19","17","10","43","2","2","1","",".238",".287",".364",".651",".282","76","","-0.1","","999.0","5384"
"Jake Noll","WSN","6","18","17","4","1","0","0","2","2","1","4","0","0","0","",".236",".277",".356",".633",".274","68","","-0.1","","999.0","19703"
"Logan Warmoth","TOR","6","23","20","4","1","0","0","2","2","2","8","0","0","0","",".197",".278",".299",".576",".259","58","","-0.1","","999.0","sa3004813"
"Delino DeShields","","20","60","52","12","2","0","1","7","4","6","15","0","2","1","",".229",".313",".329",".642",".286","72","","-0.1","","999.0","11379"
"Trayce Thompson","","10","26","24","4","1","0","1","3","3","2","10","0","0","0","",".187",".259",".357",".616",".268","64","","-0.1","","999.0","9952"
"Charlie Culberson","","60","193","178","41","8","1","4","21","18","12","50","2","3","1","",".229",".282",".356",".638",".277","72","","-0.1","","597.2","3298"
"Andrew Knizner","STL","57","206","185","43","8","0","4","20","19","15","40","3","1","0","",".230",".299",".337",".635",".279","77","","-0.1","","599.7","19514"
"Matt Carpenter","","60","199","168","34","9","1","6","22","21","27","58","3","1","0","",".204",".321",".366",".687",".303","90","","-0.1","","600.5","8090"
"Frank Schwindel","CHC","131","552","513","126","27","1","21","59","68","29","104","5","2","1","",".246",".291",".422",".713",".304","88","","-0.1","","232.7","15351"
"Dillon Thomas","LAA","17","51","46","9","2","0","1","5","4","4","19","1","1","0","",".198",".274",".312",".586",".261","67","","-0.1","","999.0","12719"
"Donovan Casey","WSN","9","36","33","7","1","0","1","4","4","2","13","0","1","0","",".215",".264",".349",".613",".266","63","","-0.1","","999.0","sa915654"
"Pete Kozma","","12","35","33","6","1","0","0","3","2","2","8","0","0","0","",".189",".243",".258",".500",".224","42","","-0.1","","999.0","2539"
"Drew Butera","","15","48","43","8","2","0","1","4","4","4","15","1","0","0","",".188",".256",".294",".550",".245","51","","-0.1","","999.0","3411"
"Alcides Escobar","WSN","105","435","399","99","18","2","6","43","40","22","79","4","3","1","",".248",".293",".346",".639",".279","71","","-0.1","","579.5","6310"
"Pat Valaika","","39","125","117","25","5","0","3","12","13","7","34","1","1","0","",".214",".261",".347",".609",".264","63","","-0.1","","999.0","14885"
"Clint Frazier","CHC","98","384","337","75","17","2","12","43","40","39","106","5","3","1","",".223",".311",".389",".700",".306","89","","-0.1","","442.0","15983"
"Ronald Guzmán","","48","176","156","35","7","1","6","20","20","16","48","2","1","0","",".226",".306",".388",".694",".301","88","","-0.1","","999.0","14388"
"Adam Haseley","PHI","90","327","295","70","13","1","6","34","29","23","72","4","4","1","",".238",".301",".347",".648",".284","74","","-0.1","","600.9","19878"
"Anthony Alford","PIT","102","379","338","74","15","2","10","44","37","33","133","6","13","3","",".220",".299",".367",".665",".290","81","","-0.1","","536.5","14329"
"Monte Harrison","MIA","53","158","144","28","5","0","4","17","14","11","65","2","6","1","",".195",".262",".325",".586",".258","63","","-0.1","","999.0","17216"
"Stephen Piscotty","OAK","112","430","387","85","17","1","12","43","42","34","108","5","2","1","",".220",".290",".359",".649",".284","82","","-0.1","","596.3","13367"
"Nick Pratto","KCR","56","227","203","45","11","1","7","25","25","20","75","2","3","1","",".220",".295",".388",".683",".296","84","","-0.1","","533.0","sa3004138"
"Drew Waters","ATL","41","163","150","36","9","1","3","19","15","11","54","2","4","1","",".237",".295",".374",".668",".290","77","","-0.1","","600.4","sa3004378"
"David Dahl","MIL","34","135","124","31","7","1","3","15","15","9","32","1","1","0","",".248",".301",".393",".694",".300","85","","-0.1","","599.5","13744"
"Josh Reddick","","46","159","144","35","7","1","3","16","16","11","29","0","1","0","",".246",".301",".361",".662",".288","76","","-0.1","","999.0","3892"
"Guillermo Heredia","ATL","66","232","205","48","10","0","4","25","21","19","51","5","1","1","",".232",".311",".350",".661",".292","78","","-0.1","","999.0","18721"
"Kelvin Gutierrez","BAL","90","349","321","75","13","2","6","36","29","23","89","3","4","1","",".233",".289",".339",".629",".276","71","","-0.1","","598.9","17468"
"Trey Amburgey","CIN","29","79","73","16","4","0","2","8","9","4","22","1","0","0","",".224",".274",".377",".651",".280","68","","-0.1","","999.0","18425"
"Harold Castro","DET","55","206","192","48","8","1","2","19","18","10","43","1","1","0","",".248",".289",".332",".621",".272","70","","-0.2","","600.0","14691"
"Khris Davis","","55","209","186","41","7","0","9","24","27","18","58","3","0","0","",".218",".296",".406",".703",".304","90","","-0.2","","999.0","9112"
"Luke Williams","PHI","56","181","165","37","7","1","4","19","16","13","44","2","4","1","",".222",".284",".340",".624",".273","67","","-0.2","","999.0","19931"
"Miguel Cabrera","DET","111","463","419","104","18","1","12","48","51","36","100","3","0","0","",".247",".310",".383",".693",".301","90","","-0.2","","512.2","1744"
"John Nogowski","ATL","41","149","132","32","6","0","3","16","14","14","23","2","0","0","",".240",".320",".350",".670",".296","84","","-0.2","","600.8","16852"
"Cody Thomas","OAK","30","119","108","21","5","1","4","11","12","9","43","1","0","0","",".194",".263",".345",".608",".266","69","","-0.2","","999.0","sa738459"
"Andrew Stevenson","WSN","84","278","253","61","11","1","5","31","26","19","75","3","4","1","",".239",".299",".358",".657",".287","76","","-0.3","","597.8","17932"
"Mitch Moreland","","70","264","236","52","10","1","10","29","33","23","61","2","0","0","",".222",".295",".399",".693",".299","87","","-0.3","","600.9","3086"
"Ryan Vilade","COL","55","189","172","45","9","1","3","22","19","13","36","2","3","1","",".259",".315",".384",".699",".303","75","","-0.3","","600.5","22165"
"Mason Martin","PIT","52","208","185","39","9","1","8","22","25","18","75","3","1","0","",".208",".286",".386",".672",".290","81","","-0.3","","591.7","sa3004885"
"Yadiel Hernandez","WSN","113","408","367","91","15","1","12","45","46","35","95","2","2","1","",".247",".314",".388",".702",".304","87","","-0.4","","562.6","19334"
"Seth Brown","OAK","120","436","397","83","18","2","16","46","48","33","138","3","4","1","",".208",".272",".387",".659",".283","82","","-0.6","","481.7","18171"
"Albert Pujols","","45","163","156","33","6","0","6","15","19","5","28","1","1","0","",".212",".239",".365",".604",".257","59","","-0.7","","599.8","1177"
